	0.000000	20.173000	20.497000	20.294000	20.478000	20.830000	22.146000	23.039000	22.317000
	3.843750	20.180000	20.503000	20.299000	20.486000	20.835000	22.155000	23.040000	22.321000
	4.671875	20.179000	20.505000	20.299000	20.485000	20.836000	22.157000	23.041000	22.323000
	5.671875	20.180000	20.506000	20.300000	20.485000	20.836000	22.158000	23.040000	22.323000
	6.671875	20.182000	20.505000	20.299000	20.486000	20.838000	22.159000	23.041000	22.322000
	7.671875	20.183000	20.506000	20.301000	20.486000	20.838000	22.159000	23.040000	22.322000
	8.671875	20.182000	20.508000	20.300000	20.487000	20.838000	22.160000	23.040000	22.322000
	9.671875	20.182000	20.507000	20.302000	20.487000	20.838000	22.161000	23.039000	22.323000
	10.671875	20.183000	20.508000	20.302000	20.488000	20.838000	22.161000	23.039000	22.321000
	11.671875	20.182000	20.507000	20.302000	20.489000	20.839000	22.161000	23.040000	22.323000
	12.671875	20.183000	20.507000	20.302000	20.489000	20.839000	22.162000	23.041000	22.322000
	13.671875	20.184000	20.509000	20.302000	20.489000	20.840000	22.163000	23.040000	22.324000
	14.671875	20.185000	20.509000	20.303000	20.489000	20.840000	22.163000	23.039000	22.322000
	15.671875	20.185000	20.508000	20.304000	20.490000	20.840000	22.163000	23.040000	22.324000
	16.671875	20.185000	20.510000	20.303000	20.490000	20.841000	22.164000	23.040000	22.323000
	17.671875	20.183000	20.510000	20.304000	20.489000	20.840000	22.163000	23.039000	22.322000
	18.671875	20.184000	20.511000	20.304000	20.488000	20.840000	22.163000	23.040000	22.322000
	19.671875	20.186000	20.510000	20.302000	20.490000	20.841000	22.163000	23.040000	22.322000
	20.671875	20.185000	20.509000	20.303000	20.491000	20.841000	22.163000	23.039000	22.323000
	21.671875	20.186000	20.510000	20.305000	20.490000	20.841000	22.164000	23.040000	22.322000
	22.671875	20.186000	20.510000	20.305000	20.491000	20.840000	22.164000	23.039000	22.322000
	23.671875	20.185000	20.510000	20.305000	20.491000	20.840000	22.163000	23.040000	22.321000
	24.671875	20.185000	20.511000	20.304000	20.490000	20.841000	22.163000	23.041000	22.322000
	25.671875	20.185000	20.511000	20.304000	20.489000	20.841000	22.164000	23.038000	22.322000
	26.671875	20.185000	20.512000	20.305000	20.491000	20.841000	22.164000	23.039000	22.323000
	27.671875	20.186000	20.512000	20.305000	20.492000	20.841000	22.163000	23.039000	22.322000
	28.671875	20.187000	20.511000	20.305000	20.491000	20.841000	22.164000	23.039000	22.322000
	29.671875	20.187000	20.511000	20.305000	20.492000	20.842000	22.164000	23.040000	22.322000
	30.671875	20.187000	20.511000	20.303000	20.491000	20.840000	22.163000	23.038000	22.322000
	31.671875	20.187000	20.512000	20.306000	20.490000	20.842000	22.163000	23.038000	22.321000
	32.671875	20.187000	20.513000	20.306000	20.491000	20.841000	22.164000	23.038000	22.321000
	33.671875	20.188000	20.513000	20.305000	20.491000	20.842000	22.164000	23.038000	22.321000
	34.671875	20.188000	20.512000	20.306000	20.491000	20.842000	22.163000	23.039000	22.321000
	35.671875	20.188000	20.511000	20.305000	20.491000	20.842000	22.164000	23.039000	22.321000
	36.671875	20.188000	20.512000	20.305000	20.491000	20.843000	22.164000	23.038000	22.321000
	37.671875	20.187000	20.513000	20.305000	20.492000	20.841000	22.162000	23.037000	22.321000
	38.671875	20.187000	20.513000	20.306000	20.491000	20.842000	22.163000	23.038000	22.320000
	39.671875	20.186000	20.512000	20.305000	20.491000	20.842000	22.165000	23.039000	22.322000
	40.671875	20.187000	20.512000	20.306000	20.492000	20.843000	22.164000	23.039000	22.322000
	41.671875	20.187000	20.511000	20.304000	20.491000	20.843000	22.164000	23.039000	22.322000
